"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Prüfungen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine Beschäftigungszeit als Prüfer/in beträgt...";"5. Mein Beschäftigungsverhältnis ist...";"Angestellte/r in der Verwaltung";"Beamte/r in der Verwaltung";"Angestellte/r in einer Rettungsdienstschule";"Honorarkraft";"Textfeld";"6. Meine höchste medizinische Qualifikation ist...";"keine medizinische Qualifikation";"Rettungsassistent/in";"Notfallsanitäter/in";"(Not-) ärztliche Qualifiaktion";"Textfeld";"7. Meine höchste pädagogische Qualifikation ist...";"keine pädagogische Qualifikation";"Lehrrettungsassistent/in";"Praxisanleitende Notfallsanitäter/in";"Bildungswissenschaftler/in, Pädagoge/in, Erziehungswissenschaftler/in";"Textfeld";"8. Meine Tätigkeit als Prüfer/in beträgt...";"9. Die Anzahl meiner Prüfungen ist...";"Ergänzungsprüfungen";"Vollprüfungen";"10. Ich bin als Vorsitz einer Prüfungskommission eingesetzt...";"11. Die Ergänzungsprüfung empfinde ich als...";"12. Den Schwierigkeitsgrad der Ergänzungsprüfungen empfinde ich als...";"13. Den zeitlichen Rahmen der Ergänzungsprüfungen empfinde ich als...";"14. Die inhaltliche Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"15. Die methodische Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"16. Meine Anmerkungen zur Vorbereitung und Durchführung der Ergänzungsprüfungen...";"17. Die Vollprüfungen empfinde ich als...";"18. Den Schwierigkeitsgrad der Vollprüfungen empfinde ich als...";"19. Den zeitlichen Rahmen der Vollprüfungen empfinde ich als...";"20. Die inhaltliche Vorbereitung auf die Vollprüfungen empfinde ich als...";"21. Die methodische Vorbereitung auf die Vollprüfungen empfinde ich als...";"22. Meine Anmerkungen zur Vorbereitung und Durchführung der Vollprüfung...";"23. Nicht bestanden wurden die Ergänzungsprüfungen in den Prüfungsteilen...";"Mündliche Prüfung";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"24. Nicht bestanden wurden die Vollprüfungen in den Prüfungsteilen...";"Schriftliche Prüfung Teil 1";"Schriftliche Prüfung Teil 2";"Schriftliche Prüfung Teil 3";"Mündliche Prüfung";"Praktische Prüfung Teil Reanimation";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"Praktische Prüfung Teil sonstige Notfälle";"25. Welche Gründe haben Ihrer Meinung nach zum Nichtbestehen von Prüfungen geführt?";"26. Nach absolvierter Prüfung erlebe ich die/der/das...";"Fachwissen";"Gewichtung";"Struktur";"Gewichtung";"Verantwortung";"Gewichtung";"Können";"Gewichtung";"Pflichtgefühl";"Gewichtung";"Sorgfalt";"Gewichtung";"Ansehen";"Gewichtung";"Ich verstehe die Frage nicht. Als Lehrender oder als NotSan?";"Gewichtung";"T";"Gewichtung";"Keine";"Gewichtung";"Fühlen sich teilweise zu sicher";"Gewichtung";"Arroganz";"Gewichtung";"Kritikfähigkeit";"Gewichtung";"/";"Gewichtung";
"89867217";"kgwaeae";"28.01.2022 22:40";"28.01.2022 22:40";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"weniger als 1 Jahr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89867642";"k3km73y";"28.01.2022 23:16";"28.01.2022 23:17";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89867989";"xihuhx7";"29.01.2022 00:05";"29.01.2022 00:16";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"";"";"Gestellt als Pal für die Landesschule";"";"";"";"1";"";"Heilpraktikerin";"";"";"1";"1";"";"NLP Practitioner";"zwischen 15 und weniger als 20 Jahren";"";"4";"4";"nein";"70";"30";"60";"30";"10";"Zu wenig Praxistraining zuviel Theorie";"80";"20";"20";"20";"20";"Zu wenig Anatomie und Physiologie, zu wenig Differentialdiagnosen. , Die Fallbeispiel fallen vom Schwierigkeitsgrad leider sehr unterschiedlich aus.Das ist unfair. Hier bestanden Schüler mit leichten Beispielen, die ein schwereres sicher nicht geschafft hätten.";"";"";"1";"1";"";"";"";"";"";"";"";"1";"1";"Kein strukturiertes Arbeiten und Übersehen oder Nichterhebung wichtiger Werte., Falsche vorzeitige Diagnosestellung ohne weiteres Reassment., Nicht Durchführen von Basics wie Sauerstoffgabe, Wärmeerhalt, usw";"";"4";"67%";"3";"67%";"2";"67%";"3";"33%";"2";"67%";"2";"67%";"2";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89868392";"qhgwgps";"29.01.2022 01:14";"29.01.2022 01:20";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"20";"25";"nein";"20";"20";"80";"30";"10";"";"10";"30";"80";"10";"10";"";"";"1";"1";"1";"";"";"";"";"1";"";"1";"1";"";"Unterschiedliches Mindset zeischen Prüflingen und Prüfung, gelegentlich Prüfungsangst, nur selten fehlende fachliche Eignung.";"";"2";"";"2";"67%";"1";"100%";"2";"67%";"2";"";"3";"";"1";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89868408";"ta7czqc";"29.01.2022 01:16";"29.01.2022 01:22";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"Heilpraktiker";"";"";"1";"";"";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"1";"nein";"10";"50";"10";"10";"10";"";"10";"50";"50";"10";"10";"";"";"1";"1";"";"";"";"";"";"1";"";"1";"";"";"";"";"3";"67%";"3";"67%";"2";"67%";"3";"67%";"4";"33%";"3";"67%";"4";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89868498";"zbcn3im";"29.01.2022 01:34";"29.01.2022 01:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89869038";"rurdiky";"29.01.2022 03:31";"29.01.2022 03:33";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"1";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89869567";"mgrq3aj";"29.01.2022 08:27";"29.01.2022 08:36";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Teilzeit (weniger als 50%)";"";"1";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"230";"400";"ja";"10";"10";"0";"70";"70";"";"60";"70";"70";"30";"30";"";"";"1";"1";"";"";"";"";"";"1";"";"";"1";"";"";"";"2";"67%";"1";"100%";"3";"33%";"2";"100%";"4";"33%";"3";"33%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89869794";"dy4xsqy";"29.01.2022 09:26";"29.01.2022 09:26";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89871444";"fxkpv9e";"29.01.2022 13:12";"29.01.2022 13:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"1";"0";"nein";"0";"30";"50";"30";"50";"";"50";"50";"60";"50";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89872112";"mkkcijq";"29.01.2022 14:38";"29.01.2022 14:41";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"5";"0";"nein";"0";"70";"20";"0";"0";"";"50";"50";"50";"50";"50";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"100%";"1";"100%";"1";"100%";"1";"67%";"2";"67%";"2";"67%";"3";"100%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89872308";"ewcegrc";"29.01.2022 14:57";"29.01.2022 14:58";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"1";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89873338";"ftskzez";"29.01.2022 16:59";"29.01.2022 17:01";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"10";"5";"nein";"0";"80";"10";"10";"0";"";"0";"60";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89873586";"btkude9";"29.01.2022 17:32";"29.01.2022 17:35";"teilgenommen, aber noch nicht beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89873750";"wf3es7k";"29.01.2022 18:00";"29.01.2022 18:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"8";"nein";"0";"20";"50";"0";"0";"";"0";"20";"50";"0";"0";"";"";"";"";"1";"";"";"";"";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89874434";"ivdqfsn";"29.01.2022 19:19";"29.01.2022 19:30";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"";"Beamter in einer Berufsfachschule einer BF";"";"";"";"1";"";"";"";"";"";"";"";"Lehrer für Gesundheitsfachberufe";"zwischen 10 und weniger als 15 Jahren";"";"10";"2";"nein";"80";"90";"10";"100";"100";"Ich habe ausschließlich Erfahrungen mit Feuerwehrbeamten in dem Kontext. Von den ca. 120 EP 1 Prüflingen waren vielleicht 10 ausreichend erfahren und theoretisch vorgebildet, um mit 120 Stunden Vorbereitung, die Prüfung bestehen zu können. Zudem wird erwartet, dass man ausschließlich Medizin schult. Die 'Softskills' werden von den Teilnehmenden nicht ausreichend toleriert und gelernt.";"10";"90";"0";"0";"30";"Die Notengebung ist unfair, da nicht vergleichbar. Weder die PrAl der Wachen, noch die Ärzte, selbst die Pädagogen vergeben teils extrem subjektive Noten. Zudem habe ich noch nicht eine Prüfung mitgemacht, die gesetzeskonform besetzt war.";"";"1";"1";"1";"";"";"";"1";"1";"1";"1";"1";"1";"Mangelndes Training / zu wenig Eigeninitiative der Prüflinge. Es gibt einfach Schüler -innen , die aus verschiedenen Gründen nicht für den Beruf geeignet sind. Mangelhaftes Verständnis für komplexe Situationen führt dann zum Durchfallen.";"";"2";"";"2";"";"1";"";"2";"";"1";"";"1";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89875205";"g73zumw";"29.01.2022 21:20";"29.01.2022 21:26";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Praxisanleiter";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"12";"nein";"10";"70";"50";"10";"10";"";"10";"50";"10";"10";"10";"";"";"1";"1";"";"";"";"";"1";"1";"";"1";"1";"1";"Mangelnde Vorbereitung, Nichteinhaltung der Algorithmen und dadurch umstrukturiertes Arbeiten";"";"2";"67%";"2";"67%";"2";"100%";"1";"67%";"1";"67%";"2";"67%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"89875516";"7dfrqcv";"29.01.2022 22:19";"29.01.2022 22:22";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"2";"6";"nein";"10";"50";"60";"70";"20";"";"0";"30";"0";"30";"0";"";"";"1";"1";"1";"";"";"1";"";"1";"1";"1";"1";"1";"";"";"3";"67%";"4";"67%";"1";"100%";"3";"67%";"1";"67%";"3";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"90180105";"kyxeexs";"16.02.2022 18:07";"16.02.2022 18:07";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
