"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"61116883";"b2d970c";"26.09.2019 18:47";"26.09.2019 18:48";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61117833";"ac56b54";"26.09.2019 19:20";"26.09.2019 19:24";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"es kam zu keiner derartigen Situation";"- mangelndes Eigenstudium";"- 'Bilderbuch-Situationen', - überschaubare Situation, - stabiler Patient";"- detaillierte Vorgaben und klare Handlungsabläufe";"";
"61124603";"b288c87";"26.09.2019 23:31";"26.09.2019 23:32";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61175572";"9211b76";"29.09.2019 14:21";"29.09.2019 14:36";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Bei Patienten die zwar in SAA vom Krankheitsbild hineinpassen, aber in irgendeiner Weise eine Kontraindikation hatten. Die aber für den Anwender eher zu vernachlässigen ist wenn er gut geschult ist., Z.b. HF bei anaphylaktischem Schock über 140 bpm, --&gt; keine Adrenalin Gabe. Ist die HF 150 bpm wäre es im realen nicht erlaubt die Maßnahme durchzuführen, obwohl die die lebensgefährliche Situation abwenden würde. Hier ist das eigenverantwortliche Handeln des Anwenders gefragt.";"Ungenaue Beschreibungen bei Kontraindilationen bzw Interpretationsspielraum des Anwenders. Führt dazu das viele es sich leicht machen und sie SAA nicht anwenden.";"Eigentlich in  vielen Einsätzen, COPD ä, Asthmaa, ACS, Analgesie, Hypoglykämie, Anaphylaxie";"Genaue Dosierungsangaben Struktur im Ablauf";"Es ist schwer SAA's an bestimmten Werten fest zu machen. Vielmehr müsste es genauere Symptome als Indikation zur Anwendung geben. Z.B,  Ebrantil bei Hypertensiver Entgleisung. RR nach der aktuellen SAA sys min. 230mm/Hg. Symptome hat der Pat. aber sicherlich schon unterhalb dieses Wertes. Die Gabe schließtsich aber durch den nicht überschrittenen sys. RR Wert aus. Gleiches beim BZ Wert. Laut SAA ist die Gabe an einen gemessenen Wert gebunden. Natürlich setzt das einen großes und eigenverantwortliches Untersuchen und eine große   Fachkenntnisse voraus. Ebenso die Fähigkeit div. Lernfelder verknüpfen zu können. NotSans mit 3 Jähriger Ausbildung sollten dies, bzw müssten dies leisten können.";
"61199223";"bc86222";"30.09.2019 14:19";"30.09.2019 14:21";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61325082";"de5a849";"04.10.2019 04:42";"04.10.2019 04:43";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61348280";"0c6cf4b";"04.10.2019 21:41";"04.10.2019 21:43";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61404153";"0138a32";"07.10.2019 18:34";"07.10.2019 18:35";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61478942";"62b3716";"09.10.2019 16:58";"09.10.2019 17:05";"teilgenommen und beendet";"männlich";"zwischen 61 und 67";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Medikamentengabe bei Acs, analgesie trauma";"Gesetzeskonformität nicht gegeben";"In allen anderen";"Übung macht den meister &amp; klare anweisungen der örtlich zuständigen Gremien";"Endlich bundesweite einheitliche verfahrensweisen im RD.";
"61572759";"aa3aaa4";"13.10.2019 00:00";"13.10.2019 00:01";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"61580286";"4f95110";"13.10.2019 15:21";"13.10.2019 15:22";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61601445";"f5f3721";"14.10.2019 11:16";"14.10.2019 12:08";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Es gab keine Situationen!";"Es gab keine!";"Analgesie bei Trauma, ACS, Anaphylaxie, Bradykardie,";"Ein Teamkollege, der das Konstrukt §34 und §13 StGB verstanden hat! , Ein Landkreis, in dem die Vorgaben durch einen großen Teil der Mitarbeiter umgesetzt werden und es in der Notaufnahme als 'normal' angesehen wird, auch ohne Notarzt einen Patienten medikamentös zu therapieren und zu transportieren.";"Checklistennutzung (Kontraindikationen &amp; Dosierung) im Team als 'normal' zu begreifen und diese als Instrument auch IMMER zu nutzen!!!";
"61763099";"e33a7ca";"18.10.2019 03:33";"18.10.2019 03:33";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61781045";"1b85cb1";"18.10.2019 14:45";"18.10.2019 14:45";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61793852";"ba497d1";"18.10.2019 21:02";"18.10.2019 21:06";"teilgenommen und beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"0";"Medikamentengabe (durch ärztlichen Leiter verboten)";"Ärztlicher Leiter";"Keine";"Notarztruf";"Die Medikamentengabe durch Notfallsanitäter ist nicht vorgesehen., Jede invasive Maßnahme setzt die Durchführung durch einen Notarzt voraus.";
"61828115";"b1eb372";"20.10.2019 19:42";"20.10.2019 19:59";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Transportverweigerungen, Alkoholbeteiligung, unsicheres Arbeitsumfeld (Aggressionen oder räumlich unsicher zb Autobahn), fehlende Kooperation des Patienten, Sprachbarriere, Anwesenheit des NA....";"Zu umfangreiche Algorithmen mit vielen verzweigungen, übermäßig viele AusschussKriterien einer Maßnahme, zu viele Algorithmen für “Kleinkram“, der Arzt, Klugscheisser anwesend";"Analgesie, ACS, Apoplex, Anaphylaxie, ...";"Kurze Algorithmen, simple Algorithmen, zeitunkritische Algorithmen, Möglichkeit des Nachschlagens vor Ort";"Gutes Hilfsmittel wenn “die Führung“ dahinter steht, kein allheilmittel, sollte nicht für alles niedergeschrieben sein, nicht zu eng gefasst";
"61866898";"57427f4";"21.10.2019 18:55";"21.10.2019 18:56";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61866976";"b707193";"21.10.2019 18:58";"21.10.2019 18:58";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61867001";"708a62d";"21.10.2019 18:58";"21.10.2019 18:59";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61867026";"2693c02";"21.10.2019 18:59";"21.10.2019 19:00";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"100";"Keine";"";"";"";"";
"61867082";"b774d1f";"21.10.2019 18:59";"21.10.2019 19:06";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Überall wo kein richtiger medizinischer Notfall vorliegt, sondern wo der Schwerpunkt ehr auf Kommunikation liegt., Psychologischer Notfall zum Beispiel";"Fall lässt dich keinem Algorithmus zuordnen";"Bei alles Einsätzen wo die Diagnose zu einem Algorithmus passt";"„Roter Faden“ innerhalb des Algorithmus";"Gutes Hilfsmitten wenn man nicht weiter weis und an dem man sich orientieren kann. Man sollte trotzdem nicht aufhören zu denken.";
"61867194";"c89c07a";"21.10.2019 19:02";"21.10.2019 19:03";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61867327";"f0b7409";"21.10.2019 19:05";"21.10.2019 19:09";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"0";"Wenn die SAA der Leitlinie abweicht";"Verschiedene Situation + Patientenparameter";"Hypertensiven Notfall";"Keine, Abweichung Leitlinie";"Klare Anlehnung an die gültigen Leitlinien und Implementierung aller erlernten Maßnahmen";
"61867374";"1921e3b";"21.10.2019 19:06";"21.10.2019 19:17";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"0";"Nierenkolik, SOPs empfehlen Buscopan. Die S2k Leitlinie der Gesellschaft für Urologie empfiehlt eindeutig keine Gabe dessen mehr., COPD, SOPs empfehlen durchschnittlich 250-500mg Prednisolon (evt auch anderes Glucokortikoid.) Die Leitlinie (siehe awmf) empfiehlt ausdrücklich bei einer akut exazerbierten COPD maximal 50mg. , ...., Leitliniengerecht arbeiten und nicht blind nach Schema F.";"Keine Aktualität der SOPs oder SAAs., Du star. Keine Einflussnahme von Komorbiditäten, Prämedikationen und co möglich.";"keinen";"Keine";"Super Ausbildungsmöglichkeit. Und für den 0815 RDler eine gute Arbeitsgrundlage. , Für reale Patientenversorgung fehlt die adaptierung an die aktuellen Leitlinien und an den Patientenzustand. , Sofortige Transportindikatoren bei Abdominaltrauma mit hämoragischer Instabilität werden zwar geschult, aber in vielen SAAs /SOPs nicht erwähnt. Zudem werden Medikamenten Unverträglichkeiten und Wechselwirkungen vernachlässigt, welches in Notfallsituationen zu Zwischenfällen kommen kann. Ok das kapieren 95%der NAs auch nicht. :)";
"61867407";"9806e7c";"21.10.2019 19:06";"21.10.2019 19:09";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Wenn pat. Nicht genau in Algorithmusschema passt";"Starre Kriterien";"Acs, Traumaanalgesie, Reanimation";"Bessere Flexibilität und rechtssicherheit";"";
"61867438";"968f5ff";"21.10.2019 19:07";"21.10.2019 19:10";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Wenn Notärzte anwesend sind";"Noärzte";"Einsätze ohne Notarzt";"Alleinige Entscheidung";"";
"61867466";"7d926ba";"21.10.2019 19:07";"21.10.2019 19:13";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Abweichung von vorgegebenen Medikamenten-Reihenfolgen, wenn Pat. bereits eine Eigenmedikation mit einem Medikament meiner (vorgegebenen) Auswahl hat.";"keine Vollumfängliche Verfügbarkeit der erlernten und abgeprüften Medikamente und Maßnahmen";"Bei vielen Leitsymptomen.";"genaue Maßgaben bei Medikamtengaben durch SAAs und BPR";"";
"61867524";"5fa6f4e";"21.10.2019 19:09";"21.10.2019 19:09";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61867545";"8bb3fdb";"21.10.2019 19:09";"21.10.2019 19:14";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Kein Einsatz ist Standard, man hat diese Anweisungen als Handlungshilfe. Notfallsanitäter sind keine dressierten Affen.";"Die Ursachen sind manigfaltig. Das kann nicht auf einen einzelnen Punkt herab gebrochen werden.";"Im Lehrsaal. Oder klassichen Einsatzszenarien in denen sich es um eine isolierte Erkrankung handelte welche nach Standard versorgt werden konnte..... Mehrfacherkrankungen oder Mehrfachverletzungen machen es oft nötig Vorgehensprotokolle zu mischen oder eben auch mal Teile weg zu lassen zu Gunsten eines schnellen Transportbeginns... um diese dann nachrangig abzuarbeiten";"INhaltliche Hilfen sind klare Punke an denen sich Entscheidungen eben verändern.";"Es sind Leitfäden an denen man sich festhalten kann, an die man aber niemals 1:1 gebunden sein sollte. Verantwortung tragen und Entscheidungen treffen ist eine der Komepetenzen die den NFS vom RA unterscheiden..... soweit die Theorie.";
"61867581";"bf41b59";"21.10.2019 19:10";"21.10.2019 19:11";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61867677";"444cc95";"21.10.2019 19:12";"21.10.2019 19:25";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"10";"In Abhängigkeit von Patientenzustand und nachkommendem Notarzt musste ich leider schon nicht mehr selten auf eigentlich indizierte Maßnahmen verzichten.";"Rechtsunsicherheit und fehlende flächendeckende Implementierung. Ich muss mich leider zu oft vor Ärzten rechtfertigen obwohl sie nichts anderes gemacht hätten. Ggf Opiat statt Ketamin z.b.";"Obstruktiver Atemweg lässt sich zumeist gut darstellen und führt auch selten zu kritischen Rückfragen.";"Zunächst mal die Implementierung. Wenn auch nicht offiziell und flächendeckend Umgesetzt, so sind sie zumindest im Umlauf und regen zu Diskussion und manchmal sogar zur Anwendung an.";"In Baden-Württemberg sind zwar inzwischen an den Regierungspräsidien ÄLRD installiert, bis auf eine Arbeitsgruppe die Handlungsempfehlungen zur Ausbildung und Prüfung erlässt wartet man auf das Ergebnis der aktuellen Diskussion wohl ab. Telemedizin scheint im Zweifel die beste angestrebte Lösung.";
"61867686";"a055895";"21.10.2019 19:12";"21.10.2019 19:12";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61867830";"78ab512";"21.10.2019 19:15";"21.10.2019 19:27";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"a) in den Einsatzsituatonen, für die überhaupt keine zutreffenden SAA vorgegeben sind, , b) bei Einsatzsituatonen, die zwar von SAA erfasst sind, die vorliegenden Eingangs-Bedingungen allerdings von dem zwingend vorgegebenen Gesamtkontext abwichen, der Patient aber trotzdem kritisch war (Eingangsbedingungen, maximale Med. Dosierungen etc), , c) bei pädiatrischen Notfallsituationen - hier liegen keine SAA vor";"Wenn..., , a) realer Eingangs-Bedingungen von dem zwingend vorgegebenen Gesamtkontext abwichen, , b) in den SAA vorgegebene Dosierungen von Notfallmedikamenten nicht ausreichen (Dosiserhöhung im zumutbaren Rahmen, ggf. auch bei längerem zuwarten auf den anfahrenden NA)";"- Hypoglykamie, - Epileptischer Krampfanfall, - Schlaganfall, - ACS";"- Eine genaue Erfassung realistischer Ausgangssituationen , - Alternative Behandlungspfade, die von den SAA mit erfasst wurden";"Die Ausgesatltung der SAA solte sich an geltenden evidenzbasierten notfallmedizinischen Standards orientieren und diese auch abbilden. Eine 'light' Variante dieser Standards aus 'emienzbasierter' Expertise sollte unterlassen werden, bzw. sich dann durch opjektive, reliabel und valide erhobene Daten aus dem jeweiligen RD-Bereich schlüssig begründen lassen.";
"61867840";"603e7ce";"21.10.2019 19:15";"21.10.2019 19:15";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"61867911";"556804b";"21.10.2019 19:14";"21.10.2019 19:17";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868015";"710a465";"21.10.2019 19:19";"21.10.2019 19:19";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868135";"0276fbc";"21.10.2019 19:20";"21.10.2019 19:41";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Analgesie-SAA: Anwendung mit Callback-Arzt dauert länger als NEF-Nachforderung. Daher gar keine Anwendung, sondern NEF.";"Zeitliche Verzögerung einer Analgesie, weil zunächst alle Patientendaten und Vitalparameter erfasst werden müssen und, wenn diese eine Analgesie gemäß SAA zulassen, telefonisch an einen Arzt übermittelt werden müssen. Dieses Telefonat dauert ca. 5 Minuten. 5 Minuten länger Schmerzen für den Patienten. Zudem sind die Dosierungen für Esketamin teils unter der Mindestangabe des Herstellers, eine suffiziente Analgesie zumeist kaum möglich. Da bleibt es für alle besser, einfach ein NEF nachzufordern., - Im Nachgang einer SAA-Anwendung muss eine Meldung an ein „Auswärtungsteam“ verfasst werden. Dabei fühlt man sich stets in einer Rechtfertigungsposition, dass man seinen Job gemacht hat. Wenn es nicht wirklich einen Benefit für den Patienten hat, sehe ich von einer SAA-Anwendung eher ab.";"Klassisch häusliche Einsätze / internistische Patienten. (COPD/Krampfanfall/ hypertensiver Notfall (ausgenommen bei Schlaganfall/ACS/Lungenödem))";"Liste von Kontraindikationen, festgelegte Dosierungen";"Nicht jeder Patient passt in eine SAA. Passt er nicht rein, bleiben nur zwei Optionen: Den Patienten unter/unbehandelt transportieren oder auf dem Protokoll „schönschreiben“, damit der Patient passt. (Beispielsweise wenn eine in der SAA vorgegebene Herzfrequenzspanne um einige Schläge/min über-/unterschritten wird.)";
"61868275";"332bac6";"21.10.2019 19:23";"21.10.2019 19:24";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868300";"f2aad2d";"21.10.2019 19:24";"21.10.2019 19:24";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868397";"728fb4e";"21.10.2019 19:26";"21.10.2019 19:27";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868530";"aaa6848";"21.10.2019 19:29";"21.10.2019 19:29";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungshelfer/-innen";"";"";"";"";"";"";
"61868683";"c7d2526";"21.10.2019 19:31";"21.10.2019 19:32";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"weniger als 3 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61868722";"d80bc62";"21.10.2019 19:32";"21.10.2019 19:45";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Wenn Kleinigkeiten im Samplerschema abweichen.";"Der Arztvorbehalt";"Wenn alle Rahmenbedingungen genau mit der SAA übereinstimmen";"Keine";"";
"61868862";"7aea52e";"21.10.2019 19:34";"21.10.2019 19:35";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61868935";"51f6fa0";"21.10.2019 19:36";"21.10.2019 19:37";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61868997";"a6cb305";"21.10.2019 19:38";"21.10.2019 19:38";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61869082";"b445095";"21.10.2019 19:39";"21.10.2019 19:40";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61869133";"1aab37e";"21.10.2019 19:38";"21.10.2019 19:46";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"Fast bei jedem Patienten, da beinahe nie 1:1 Übertragung der Patientensituation auf entsprechende SAA möglich";"Zu spezifische „Anforderungen“ an Patientenverfassung";"Hypoglykämie";"Gewisser Spielraum in der Anwendung der SAA";"Grundidee gut, Umsetzung leider noch längst nicht optimal und praktikabel im Alltag anwendbar";
"61869140";"482af20";"21.10.2019 19:41";"21.10.2019 19:41";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"61869147";"fa6ca3b";"21.10.2019 19:40";"21.10.2019 19:41";"teilgenommen, aber noch nicht beendet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"61869304";"f5cb8d7";"21.10.2019 19:43";"21.10.2019 19:54";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"50";"- Bagatellnotfälle, - Fast alle. Keine Freigabe für RettAss und auch nicht für NotSan, - nicht alle Notfälle als SAA/Handlungsempfehlung vorhanden";"- Einsatzsituation (Platz, Tageszeit, Witterung, „zu wenig Hände“ bis Verstärkung eintrifft, keine „Passanten“ als Helfer";"BZ-Entgleisung/Hypoglykämie";"Handlungsempfehlung in Ba-Wü als „roter Faden“, lässt noch Spielraum für eigene Entscheidungen.";"- Wie stellen sich die ÄLRD eine flächendeckende Kontrolle und Auswertung vor?, - wie wird kontrolliert und ggf „sanktioniert“?, - Erstellung einer „Freigabelandkarte“ wäre interessant. , - Verteilung der Telemedizin auf der Karte =&gt; „weiße Wüste“, eher noch Exot als flächendeckende Versorgung";
