"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Standart-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. Inwieweit wurden bisher Ihre vorgegebenen Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) von Ihnen in realen Einsatzsituationen so umgesetzt, wie diese beschrieben sind?";"8. Bei welchen Einsatzsituationen konnten Ihre Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umgesetzt werden?";"9. Was denken Sie?  Welche Gründe verhinderten die 1:1 Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen?";"10. Was denken Sie?  Welche Faktoren waren für die Umsetzung Ihrer Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen hilfreich?";
"60789623";"96068b8";"16.09.2019 06:28";"16.09.2019 06:29";"teilgenommen, aber noch nicht beendet";"";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60789641";"3de01f6";"16.09.2019 06:30";"16.09.2019 06:32";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";".";".";".";
"60789964";"31306ff";"16.09.2019 07:08";"16.09.2019 07:09";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60790257";"9e7c29b";"16.09.2019 07:32";"16.09.2019 07:32";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";
"60790371";"8bca637";"16.09.2019 07:38";"16.09.2019 07:42";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Reanimation";"Nicht Leitlinien-konform";"Gute vorgegebenen Handlungsstruktur";
"60790389";"8c5235c";"16.09.2019 07:39";"16.09.2019 07:44";"teilgenommen und beendet";"weiblich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Starke Schmerzen";"Das Schmerzmittel nicht ausreichend";"Freigegeben von Morfin";
"60790407";"3dd6a8d";"16.09.2019 07:41";"16.09.2019 07:42";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";
"60790462";"b6a7fd4";"16.09.2019 07:44";"16.09.2019 07:49";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"z. B. die Verwendung eines Monopräparats anstatt einer empfohlenen Kombinationstherapie";"Ein Standard kann maximal 80% der Realität abbilden. Der Rest entsteht situationsbezogen. Zudem fehlt die Selbstverständlichkeit zur Verwendung von Read an Do Checklisten.";"Der Patient hat zur Anweisung gepasst.";
"60790569";"f6afa11";"16.09.2019 07:50";"16.09.2019 08:06";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Einsatzsituationen jeglicher Art. Nähere Erläuterung siehe nächste frage";"Die Schwierigkeit darin ist, dass in den Bereichen noch keine Freigabe erfolgt sind. Somit ist ein 100%iges abarbeiten dieser nicht möglich. Des Weiteren ist in der NA Riege die Akzeptanz von NFS und eigenständiges Arbeiten durch diese noch nicht angekommen. Es wird durch diese NA sehr stark die Meinung vertreten, dass nur durch Ärzte gehandelt und Maßnahmen ergriffen werden darf. Und somit kommt es weiter zu immer mehr Punkten die eine NA Nachforderung bedarf. Siehe in Bayern die neue Vorgabe bei Tracheotomierten Patienten, wenn sie geplant während des Transportes abgesaugt werden müssen, diesen Arztbegleitet durchzuführen. Ist eine Pflegekraft vorhanden, darf dies auch ohne Arzt erfolgen. Da stellt man sich die Frage, warum man als NFS 3 Jahre lernt und im klinischen Bereich unterschiedliche Stationen durchläuft um Maßnahmen zu erlernen und handlungssicherheit zu erlangen.";"Wie oben bereits erwähnt, bedarf es gerade in der Ärtzeschaft ein umdenken. Des Weiteren würde eine bundeseinheitliche Festlegung der Maßnahmen das ganze deutlich erleichtern und über die Ländergrenzen hinweg standardisieren.";
"60790764";"04f532d";"16.09.2019 08:01";"16.09.2019 08:05";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"30";"In fast allen";"Es es immer der gleiche Algorithmus, nur einzelne Schlüsselwörter sind ausgetauscht worden., Das macht viele Algorithmen entweder zu einfach oder viel zu kompliziert. Ausserdem ist die zeitliche Abfolge dieser oft im realen garnicht umzusetzen.";"Wenn man ganz viel Zeit hat,  der Patient kooperativ ist, wenn ein Azubi dabei ist (eigene Motivation ist höher, es Lehrbuchmäßig zu machen), jüngere aufgeschlossene Kollegen";
"60790910";"0ed95bc";"16.09.2019 08:08";"16.09.2019 08:09";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";
"60790963";"2f4cf01";"16.09.2019 08:10";"16.09.2019 08:24";"teilgenommen und beendet";"weiblich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Immer abhängig von, ich will mal sagen, Störfaktoren: Gaffer, aggressive Angehörige/Freunde, aber auch unkooperative aggressive Patienten., Manchmal kommt es zu Kommunikationsproblemen mit Polizei oder Feuerwehr, Einsatzstellen sind nicht sicher, die Situation ändert sich, usw";"Siehe oben";"Wenn man uns unsere Arbeit machen lässt";
"60791112";"5cbc2b8";"16.09.2019 08:19";"16.09.2019 08:19";"teilgenommen, aber noch nicht beendet";"ohne Angabe";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";
"60791302";"20fe5fc";"16.09.2019 08:27";"16.09.2019 08:27";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Hypertensiver Notfall, Analgesie";"Alter des Patienten, sehr niedriges Gewicht";"";
"60791329";"f54beef";"16.09.2019 08:28";"16.09.2019 08:29";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"Krampfanfall";"Medikamente also Tavor i.v. Nicht vorhanden, fehlende kühlungsmöglichkeit";"";
"60792004";"df9935a";"16.09.2019 08:56";"16.09.2019 09:00";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Erkrankungen die nicht in SOP abgebildet sind.";"Mitunter die ärztlichen Vorgaben. , Die materiellen Voraussetzungen, Fehlende oder eingeschränkte Befugnisse";"?";
"60792365";"47b5d17";"16.09.2019 09:08";"16.09.2019 09:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"";"";"";
"60793066";"adb5dc4";"16.09.2019 09:40";"16.09.2019 09:42";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Nicht alle Einsatzbilder passen 1 zu 1 auf die Arbeitsanweisungen";"Wenn Unklarheiten entstehen können";"Mehre mögliche Optionen die mitbeschrieben werden";
"60793878";"da0df2f";"16.09.2019 10:12";"16.09.2019 10:13";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60794704";"85d3e2f";"16.09.2019 10:39";"16.09.2019 10:41";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Es gab keine";"Keine";"Regelmässiges lernen und wiederholen, , Als Back up, algorhythmen einlaminiert";
"60794869";"86169d3";"16.09.2019 10:44";"16.09.2019 10:48";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"1c Maßnahme Analgesie, da keine BTMs zur Verfügung standen";"Keine BTMs, alle anderen funktionieren";"Quartalsmäßiges Training";
"60795170";"57768b6";"16.09.2019 10:55";"16.09.2019 10:56";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60795185";"25b9c8d";"16.09.2019 10:55";"16.09.2019 10:57";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60795242";"d8ce17d";"16.09.2019 10:58";"16.09.2019 11:06";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"50";"Analgesie, obstruktive Atemwege, NIV-Therapie";"Dogmatisierung des Abcde., Der Versuch jeden Patienten in ein und das selbe Algorithmenheft zu stecken funktioniert nicht., Das häufig erworbene Tabellenwissen sorgt häufig dafür das der Mitarbeiter nicht mehr selber denken soll/wollen.";"Die Frage ist umständlich gestellt.., , Hilfreich ist sich mit dem Thema auseinander zu setzen und zu wissen was man da wirklich tut. Ein abhaken einer Liste um dann zum Entschluss zu kommen medikament ja oder nein, hat nichts mit Anwendungssicherheit zu tuen.";
"60795559";"b79f561";"16.09.2019 11:08";"16.09.2019 11:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60795612";"44bb01a";"16.09.2019 11:11";"16.09.2019 11:12";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Keine";"Keine";"";
"60795876";"ac8f510";"16.09.2019 11:19";"16.09.2019 11:20";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60795939";"1c66471";"16.09.2019 11:21";"16.09.2019 11:22";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungsassistenten/-innen";"20";"Internistischen Notfälle";"Meist der Patient. Situation an der Einsatzstelle. Ereignisse die dazwischen kamen";"";
"60795982";"de31c1e";"16.09.2019 11:22";"16.09.2019 11:26";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Medikament nicht vorhanden (Morphin)";"nicht vorhandene Medikamente (BTM)";"Material muss vorgehalten werden";
"60796336";"701b3ba";"16.09.2019 11:33";"16.09.2019 11:34";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60797074";"eb28ef4";"16.09.2019 11:58";"16.09.2019 11:59";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60797218";"af5677b";"16.09.2019 12:04";"16.09.2019 12:11";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"40";"Wenn Patienten dynamisch und/oder hochgradig kritisch sind.";"Patientensicherheit der Grundgesamtheit vs. Wissen und Erfahrung des eingesetzten Rettungsfachpersonals. , Anders gesagt: der Algorithmen-orientierte Kollege weist vielfach weder die Erfahrung noch das Hintergrundwissen auf um Algorithmen situationsgerecht eskalieren zu können.";"Umfangreicheres dabei aber sinnvolles Hintergrundwissen mit einem etwas weniger ausgeprägten Focus auf Algorithmen. Algorithmen als Backup - wunderbar, sie sind aber kein Allheilmittel.";
"60797353";"a959421";"16.09.2019 12:08";"16.09.2019 12:14";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Wenn lokale protokolle existieren";"teilweise zu spezifisch bzw auch andersherum zu allgemein gehalten";"klare angaben zu medikamentengaben";
"60797480";"31a6c32";"16.09.2019 12:13";"16.09.2019 12:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60797515";"b6a8c9a";"16.09.2019 12:15";"16.09.2019 12:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60798766";"6b7c21b";"16.09.2019 12:23";"16.09.2019 12:24";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60800079";"eba3f87";"16.09.2019 12:41";"16.09.2019 12:42";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";
"60800586";"a8e42a2";"16.09.2019 12:50";"16.09.2019 12:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60800672";"b06c747";"16.09.2019 12:52";"16.09.2019 12:52";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60800956";"5b339c8";"16.09.2019 12:58";"16.09.2019 12:59";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60803433";"a647933";"16.09.2019 13:52";"16.09.2019 13:53";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"90";"Kommt auf den Patienten an";"Schwieriger Patient";"..";
"60804239";"daf9376";"16.09.2019 14:12";"16.09.2019 14:12";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60805299";"3811eac";"16.09.2019 14:38";"16.09.2019 14:39";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60805723";"34fc977";"16.09.2019 14:48";"16.09.2019 14:52";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"70";"Bei Bagetlleinsätzen wird oftmals vom Starren Vorgehen abgewichen, bzw. die starre Reihenfolge bei Maßnhamen minimal verändert.";"In den meisten Fällen die Tatsache, dass es sich um Bagatelleinsätze handelt, bei denen eine ambulante Behandlung durch den Hausarzt ebenfalls ausgereicht hätte. Dadurch sinkt bei vielen Kollegen der Wille, exakt 100% nach Schema zu arbeiten.";"Mitdenken :-)";
"60806372";"d85481a";"16.09.2019 15:04";"16.09.2019 15:09";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Entweder bei Einsätzen, die nicht 100%ig zum Algorithmus passten, oder welche, bei denen der NA aufgrund seiner Therapiefreiheit nen komplett anderen Weg gegangen ist...";"S.o.";"Überschaubarkeit, Einfachheit, Nachvollziehbarkeit";
"60806403";"f9beb3a";"16.09.2019 15:05";"16.09.2019 15:06";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";
"60807765";"5e5bbfc";"16.09.2019 15:42";"16.09.2019 15:45";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Lingenödem (Nitro wegen incompliace und massivem speichelfluss) -&gt; Nach Algorithmus daher übersprungen und mit Furo fortgesetzt";"Können nur für den 'Standard-Patienten' erstellt werden. Besonderheiten sind oft so speziell, dass es einfach nahezu unmöglich ist, jeden Einzelfall explizit aufzuführen";"? genaue Fragestellung nicht verständlich";
"60808510";"ef71bbc";"16.09.2019 16:02";"16.09.2019 16:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60809146";"fb58456";"16.09.2019 16:21";"16.09.2019 16:23";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Schwierigkeiten beim Applizieren des i.V Zugangs";"Anatomische Besonderheiten / Stress";"Aus und Fortbildung";
"60809333";"f3dce1a";"16.09.2019 16:25";"16.09.2019 16:26";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"100";"";"";"";
"60809645";"c434515";"16.09.2019 16:31";"16.09.2019 16:32";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";
"60810283";"46b677d";"16.09.2019 16:45";"16.09.2019 16:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60810784";"75b495d";"16.09.2019 17:01";"16.09.2019 17:02";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60811059";"37a9cc5";"16.09.2019 17:09";"16.09.2019 17:12";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"20";"Allen da sie noch nicht zur Berufsausübung freigegeben sind";"Die nicht vorhandene Freigabe durch dass Land BW und somit nicht vorhandene Rechtssicherheit";"Standarts die allen im Team bekannt sind";
"60811987";"b22191d";"16.09.2019 17:33";"16.09.2019 17:33";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Ablehnung durch NA vor Ort";"Mangelnde Akzeptanz";"";
"60813562";"30a4519";"16.09.2019 18:17";"16.09.2019 18:19";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
"60813625";"e0da4da";"16.09.2019 18:20";"16.09.2019 18:26";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"-Bei allen Einsätzen, die nicht in den Handlungsempfehlungen für NFS in Ba-Wü abgebildet sind. Das ist die große Mehrheit der Einsätze., -HE, welche BTM beinhalten.";"Einsatzspektrum., BTM-Gesetzgebung.";"Volle Rückendeckung der ärztlichen Verantwortlichen und des Klinik-Verbundes in Verbindung mit Schulungsprogramm durch Arbeitgeber zur Umsetzung der Handlungsempfehlungen.";
"60813851";"4bd0373";"16.09.2019 18:29";"16.09.2019 18:31";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"70";"Mittel bis starke Schmerzen bei Trauma";"Dosisintervall zu groß bei stärksten schmerzen";"Medikament (fentanyl) ist potent und gut steuerbar - korrektes Mittel ausgewählt";
"60813989";"5dd338e";"16.09.2019 18:32";"16.09.2019 18:37";"teilgenommen und beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"70";"Wenn Pat. Beispielsweise allergisch auf Medikamente sind. , Wenn verschiedene Diagnosen im Raum stehen, und die eine Diagnose die Behandlung der anderen Diagnose aufgrund von Kontraindikationen nicht möglich macht.";"Siehe überliegenden Punkt";"Wenn genau ein Krankheitsbild mit den typischen Symptomen vorlag, beispielsweise Krampfanfall.";
"60815228";"85cdf62";"16.09.2019 19:21";"16.09.2019 19:26";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Vor allem die Anlage eines intraossären Zugangs nach zwei erfolglosen PVK-Anlage Versuchen steht für mich so besonders kritisch im Raum. Da bringe ich dann doch lieber den ACS-Patienten zügig in eine Klinik der ein PVK und die Medikation vollzogen werden kann, als das ich vor Ort einen i.o.-Zugang lege.";"Das Zögern bei Krankheitsbildern eine sehr invasive Maßnahme (zB die i.o.-Punktion) durchzuführen, wobei man mit einer Load-and-go  Variante auch in einem angemessenem Zeitrahmen im Krankenhaus ist.";"Die Rückendeckung durch viele Notärzte und das KH-Personal. Da hat mittlerweile ein Umdenken stattgefunden!, Zudem die Etablierung von gebietsspezifischen Apps in denen die SOPs schnell nachgeschlagen werden können.";
"60816047";"44ca840";"16.09.2019 19:48";"16.09.2019 19:49";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"70";"";"";"";
"60817177";"722c022";"16.09.2019 20:23";"16.09.2019 20:24";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";
