"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Hatten Sie bisher schon Kontakt mit dem Rettungsdienst?";"2. Wie alt sind Sie?";"3. In welcher beruflichen Situation befinden Sie sich?";"4. Auf welche Art und Weise hatten Sie Kontakt mit dem Rettungsdienst?";"5. In welcher Situation haben Sie den Rettungsdienst erlebt?";"6. Wie lange hat der Rettungsdienst aus Ihrer Erinnerung heraus vom Anruf/ Notruf bis zum Eintreffen gebraucht?";"7. Im folgenden Abschnitt können Sie die Fragen mit 'trifft voll zu' bis 'trifft gar nicht zu' beantworten. Die Fragen zielen dabei auf ihre persönliche Wahrnehmung des Einsatzgeschehens &amp; -personals ab.";"Ich habe mich beim Personal sehr gut aufgehoben gefühlt.";"Das Anliegen wurde vom Personal ernst genommen.";"Das Personal war stets freundlich und höflich.";"Das Personal war geduldig.";"Das Personal machte einen fachlich-kompetenten Eindruck auf mich.";"Ich wurde durch den Rettungsdienst gut beraten.";"Man konnte die Krankenhauswahl beeinflussen.";"Das Erscheinungsbild des Rettungsdienstes war gepflegt.";"Mein Gesamteindruck vom Rettungsdienstpersonal war sehr gut.";
"48955085";"ce45cc2";"06.09.2018 16:02";"06.09.2018 16:04";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"2";"2";"2";"2";
"48955090";"e5552eb";"06.09.2018 16:02";"06.09.2018 16:03";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"3";"1";"1";
"48955144";"bd6a7dc";"06.09.2018 16:04";"06.09.2018 16:06";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Krankentransport";"";"";"1";"1";"1";"2";"2";"2";"3";"1";"2";
"48955166";"b79ba82";"06.09.2018 16:05";"06.09.2018 16:07";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"4";"1";"3";"4";"2";"5";"2";"2";"2";
"48955234";"d9a17ff";"06.09.2018 16:06";"06.09.2018 16:13";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48955294";"325c047";"06.09.2018 16:08";"06.09.2018 16:10";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48955341";"673efa8";"06.09.2018 16:09";"06.09.2018 16:11";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Ehrenamtliche Arbeit";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"4";"1";"1";
"48955364";"4f0a635";"06.09.2018 16:10";"06.09.2018 16:11";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"2";"2";"2";"2";"2";"2";
"48955424";"389ef60";"06.09.2018 16:12";"06.09.2018 16:16";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"9Großübungen Feuerwehr&amp;Rettungsdienst";"Übung+ Gesundheitliche Probleme bei der Übung";"";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48955441";"410d6fc";"06.09.2018 16:12";"06.09.2018 16:15";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Beamter";"RS";"Alles, was soll 'Hilfeleistung ' aus eurer Sicht bedeuten?";"";"";"";"";"";"";"";"";"";"";"";
"48955454";"fce11f6";"06.09.2018 16:13";"06.09.2018 16:15";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Selber beim DRK sanitäter";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"5";"1";"2";
"48955456";"9f103a7";"06.09.2018 16:13";"06.09.2018 16:14";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"";"";"2";"2";"2";"2";"2";"2";"5";"2";"2";
"48955461";"e23471f";"06.09.2018 16:13";"06.09.2018 16:16";"teilgenommen und beendet";"ja";"30-55";"Handwerker";"Patient";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48955468";"d2e92f5";"06.09.2018 16:13";"06.09.2018 16:15";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Notsan";"Arbeit";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"4";"1";"1";
"48955502";"380a8d6";"06.09.2018 16:13";"06.09.2018 16:16";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Beamter";"Beruflich";"Alles";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48955504";"4408e4a";"06.09.2018 16:14";"06.09.2018 16:16";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"1";"3";"1";"2";"3";"1";"2";
"48955611";"45eca64";"06.09.2018 16:17";"06.09.2018 16:19";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"2";"2";"5";"1";"2";
"48955638";"a79ad5b";"06.09.2018 16:18";"06.09.2018 16:20";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"3";"2";"2";"2";"3";"3";"2";"2";
"48955670";"0d6fcb8";"06.09.2018 16:19";"06.09.2018 16:22";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Krankentransport";"5-10 Min.";"";"1";"1";"1";"2";"1";"1";"2";"3";"1";
"48955684";"276bedd";"06.09.2018 16:20";"06.09.2018 16:22";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Bei der Arbeit";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"3";"3";"1";"1";"1";"3";"2";
"48955745";"9e68a80";"06.09.2018 16:21";"06.09.2018 16:22";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Hilfeleistung";"&gt,15 Min.";"";"1";"1";"1";"1";"1";"1";"3";"2";"1";
"48955770";"4d68f73";"06.09.2018 16:22";"06.09.2018 16:39";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Zeuge";"Notfalleinsatz";"&gt,15 Min.";"";"2";"2";"3";"3";"3";"3";"4";"2";"2";
"48955775";"6b43325";"06.09.2018 16:22";"06.09.2018 16:25";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Hilfeleistung";"5-10 Min.";"";"2";"3";"2";"3";"2";"2";"3";"2";"2";
"48955815";"02dd305";"06.09.2018 16:24";"06.09.2018 16:24";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48955832";"26c685c";"06.09.2018 16:24";"06.09.2018 16:26";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48956005";"f0c371d";"06.09.2018 16:30";"06.09.2018 16:33";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"2";"2";"2";"4";"2";"2";
"48956009";"1cf1760";"06.09.2018 16:30";"06.09.2018 16:31";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Krankentransport";"5-10 Min.";"";"2";"2";"2";"3";"2";"2";"2";"3";"2";
"48956016";"3097b7e";"06.09.2018 16:30";"06.09.2018 16:32";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"Angehöriger";"Krankentransport";"5-10 Min.";"";"2";"1";"1";"2";"2";"2";"3";"2";"2";
"48956021";"ae30b4e";"06.09.2018 16:30";"06.09.2018 16:31";"teilgenommen, aber noch nicht beendet";"nein";"";"Schüler/ Student";"";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
"48956048";"c831783";"06.09.2018 16:31";"06.09.2018 16:33";"teilgenommen und beendet";"ja";"18-30";"ungelernt/ arbeitslos";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"2";"3";"1";"1";
"48956070";"2441b98";"06.09.2018 16:31";"06.09.2018 16:34";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"3";"4";"4";"4";"2";"5";"3";"1";"3";
"48956091";"da85059";"06.09.2018 16:33";"06.09.2018 16:34";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Ich arbeite im Rettungsdienst.";"Alle oben beschriebenen Situationen.";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48956106";"99c47c4";"06.09.2018 16:33";"06.09.2018 16:35";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Angehöriger";"Krankentransport";"5-10 Min.";"";"2";"3";"2";"2";"2";"3";"2";"1";"2";
"48956128";"acfdf34";"06.09.2018 16:34";"06.09.2018 20:56";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"RD Mitarbeiter";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48956194";"6dba91e";"06.09.2018 16:36";"06.09.2018 16:37";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"2";"4";"1";"1";
"48956248";"8624a1b";"06.09.2018 16:38";"06.09.2018 16:39";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Krankentransport";"5-10 Min.";"";"3";"2";"3";"3";"2";"5";"5";"2";"3";
"48956387";"54a8e6e";"06.09.2018 16:42";"06.09.2018 16:44";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"3";"1";"2";"1";"1";"5";"1";"1";
"48956435";"9c109f6";"06.09.2018 16:43";"06.09.2018 16:45";"teilgenommen und beendet";"ja";"18-30";"ungelernt/ arbeitslos";"Patient";"Notfalleinsatz";"10-15 Min.";"";"3";"2";"3";"2";"2";"3";"3";"1";"2";
"48956485";"7a87c40";"06.09.2018 16:45";"06.09.2018 16:46";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"1";"2";"2";"2";"3";"1";"1";
"48956489";"a587433";"06.09.2018 16:17";"06.09.2018 16:46";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"Angehöriger";"Krankentransport";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48956492";"cb91ffd";"06.09.2018 16:45";"06.09.2018 16:48";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"selbstständig";"Anrufer/Ersthelfer/Opfer/Kritiker";"In allen 4 Punkten";"10-15 Min.";"";"4";"3";"4";"4";"3";"2";"3";"3";"3";
"48956535";"a286733";"06.09.2018 16:47";"06.09.2018 16:49";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"4";"2";"1";"4";"3";"2";
"48956569";"14201ba";"06.09.2018 16:48";"06.09.2018 16:49";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Zeuge, Helfer";"Notfalleinsatz und Sanitätsdienst";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48956690";"a5ed941";"06.09.2018 16:51";"06.09.2018 16:55";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Bin bei der Feuerwehr";"Hilfeleistung";"10-15 Min.";"";"1";"1";"1";"2";"1";"2";"4";"2";"2";
"48956700";"9b7421d";"06.09.2018 16:52";"06.09.2018 16:54";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"gar nicht";"gar nicht";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48956707";"cc7fab5";"06.09.2018 16:52";"06.09.2018 16:53";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Krankentransport";"&gt,15 Min.";"";"";"";"";"";"";"";"";"";"";
"48956733";"3b4949b";"06.09.2018 16:53";"06.09.2018 16:54";"teilgenommen, aber noch nicht beendet";"ja";"55-70";"selbstständig";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"";"1";"1";"1";"1";"";"3";"1";"1";
"48956788";"af29fdd";"06.09.2018 16:54";"06.09.2018 16:56";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zusammenarbeit im Einsatz der Freiwilligen Feuerwehr";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"3";"1";"1";"5";"1";"1";
"48956825";"0a40664";"06.09.2018 16:55";"06.09.2018 17:13";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"1";"1";"1";"2";"4";"1";"3";
"48956871";"24ab577";"06.09.2018 16:57";"06.09.2018 16:58";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48956888";"42314d5";"06.09.2018 16:57";"06.09.2018 17:00";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"1";"1";"2";"3";"2";"2";
"48956909";"d72dd7f";"06.09.2018 16:58";"06.09.2018 16:59";"teilgenommen, aber noch nicht beendet";"nein";"30-55";"Angestellter";"kein Kontakt";"kein Kontakt";"";"";"";"";"";"";"";"";"";"";"";
"48957028";"aaecb33";"06.09.2018 17:01";"06.09.2018 17:05";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Hilfeleistung";"";"";"1";"1";"2";"2";"1";"2";"3";"2";"2";
"48957155";"ea2e0b5";"06.09.2018 17:05";"06.09.2018 17:07";"teilgenommen, aber noch nicht beendet";"nein";"30-55";"Angestellter";"Hatte noch keinen Kontakt";"Habe ihn noch nicht erlebt";"";"";"";"";"";"";"";"";"";"";"";
"48957267";"c2a8d44";"06.09.2018 17:09";"06.09.2018 17:10";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"&gt,15 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48957271";"c14beb6";"06.09.2018 17:09";"06.09.2018 17:11";"teilgenommen und beendet";"ja";"18-30";"Auszubildener";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"3";"1";"2";"4";"2";"2";
"48957281";"214e52a";"06.09.2018 17:09";"06.09.2018 17:11";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Krankentransport";"&gt,15 Min.";"";"3";"1";"3";"3";"3";"5";"5";"3";"5";
"48957534";"ff613db";"06.09.2018 17:18";"06.09.2018 17:19";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Krankentransport";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48957610";"c1579c3";"06.09.2018 17:20";"06.09.2018 17:22";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"2";"2";"2";"1";"2";
"48957623";"874112e";"06.09.2018 17:21";"06.09.2018 17:21";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48957631";"69c6214";"06.09.2018 17:21";"06.09.2018 17:22";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48957647";"963d1b1";"06.09.2018 17:21";"06.09.2018 17:22";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48957672";"013152a";"06.09.2018 17:22";"06.09.2018 17:25";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Zeuge";"Notfalleinsatz";"0-5 Min.";"";"1";"2";"2";"1";"2";"2";"5";"1";"2";
"48957718";"aeb868c";"06.09.2018 17:22";"06.09.2018 17:25";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"2";
"48957728";"a92ecc8";"06.09.2018 17:24";"06.09.2018 17:26";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Schüler/ Student";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48957848";"ea6855d";"06.09.2018 17:27";"06.09.2018 17:30";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"1";"1";"1";"3";"1";"1";
"48957971";"9185ca0";"06.09.2018 17:32";"06.09.2018 17:34";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Durch mein Ehrenamt (Feuerwehr)";"Hilfeleistung";"10-15 Min.";"";"2";"2";"1";"1";"3";"2";"1";"1";"2";
"48957982";"711b2b4";"06.09.2018 17:32";"06.09.2018 17:34";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Sani";"Alles";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"2";"1";
"48958052";"6a809ad";"06.09.2018 17:35";"06.09.2018 17:36";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"2";"1";"2";"3";"1";"1";
"48958075";"a60ec61";"06.09.2018 17:35";"06.09.2018 17:37";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"2";"1";"2";"2";"1";"1";
"48958239";"2f0794a";"06.09.2018 17:41";"06.09.2018 17:46";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"2";"2";"2";"2";"1";
"48958276";"e9bcff6";"06.09.2018 17:43";"06.09.2018 17:45";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"&gt,15 Min.";"";"3";"3";"3";"3";"2";"3";"4";"2";"2";
"48958317";"1c849f8";"06.09.2018 17:44";"06.09.2018 17:46";"teilgenommen und beendet";"ja";"18-30";"Ausbildung";"Patient";"Krankentransport";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48958388";"d598465";"06.09.2018 17:47";"06.09.2018 17:48";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48958422";"9f79cde";"06.09.2018 17:48";"06.09.2018 17:53";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"3";"1";"2";"2";"2";"2";"5";"3";"2";
"48958439";"376cbf5";"06.09.2018 17:49";"06.09.2018 17:53";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Hilfeleistung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"4";"2";"1";
"48958459";"6c4a827";"06.09.2018 17:50";"06.09.2018 17:52";"teilgenommen und beendet";"nein";"18-30";"Schüler/ Student";"Keinen";"Habe ich nicht";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48958489";"01cf94e";"06.09.2018 17:51";"06.09.2018 17:53";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Meine Söhne arbeiten in diesem Bereich";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48958753";"5b6be3f";"06.09.2018 17:58";"06.09.2018 18:00";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Ehrenamtlich";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"1";"2";"1";"2";"2";"2";"3";"2";"2";
"48958785";"8d5a55f";"06.09.2018 18:00";"06.09.2018 18:01";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Rettungssanitäter";"Krankentransport";"&gt,15 Min.";"";"2";"2";"1";"3";"2";"2";"3";"1";"2";
"48958867";"1d51d9a";"06.09.2018 18:03";"06.09.2018 18:05";"teilgenommen und beendet";"ja";"18-30";"Beamter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"1";"2";"2";"2";"2";
"48958939";"bafb2b2";"06.09.2018 18:05";"06.09.2018 18:07";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"1";"1";"1";"3";"1";"1";
"48959004";"46b77c8";"06.09.2018 18:08";"06.09.2018 18:14";"teilgenommen und beendet";"ja";"18-30";"Student/Veranstaltung";"Veranstalter";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"2";"3";"2";"1";"3";"2";"4";"2";"2";
"48959069";"26a3659";"06.09.2018 18:10";"06.09.2018 18:12";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Sanitätsdienst/ Veranstaltung";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48959250";"b1262c5";"06.09.2018 18:16";"06.09.2018 18:17";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48959318";"68725ba";"06.09.2018 18:18";"06.09.2018 18:20";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"1";"1";"1";"1";"1";"3";"3";"1";"1";
"48959335";"c2619f9";"06.09.2018 18:19";"06.09.2018 18:21";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"2";"2";"1";"2";"5";"2";"2";
"48959377";"b716a2b";"06.09.2018 18:20";"06.09.2018 18:23";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Zeuge";"Notfallknopf";"10-15 Min.";"";"2";"1";"1";"3";"2";"2";"3";"1";"2";
"48959454";"dc9086a";"06.09.2018 18:23";"06.09.2018 18:25";"teilgenommen und beendet";"ja";"55-70";"selbstständig";"Patient";"Krankentransport";"";"";"1";"2";"2";"2";"2";"2";"2";"3";"2";
"48959612";"b310067";"06.09.2018 18:29";"06.09.2018 18:30";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48959659";"f6bf062";"06.09.2018 18:31";"06.09.2018 18:34";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Krankentransport";"5-10 Min.";"";"3";"3";"3";"3";"3";"3";"2";"2";"3";
"48959797";"59057ec";"06.09.2018 18:35";"06.09.2018 18:38";"teilgenommen und beendet";"ja";"55-70";"Akademiker";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"1";"2";"3";"1";"4";"5";"1";"2";
"48959818";"c36a4fc";"06.09.2018 18:36";"06.09.2018 18:39";"teilgenommen, aber noch nicht beendet";"ja";"55-70";"Akademiker";"Angehöriger";"Sanitätsdienst/ Veranstaltung";"";"";"";"";"";"";"";"";"";"";"";
"48959983";"ed303b1";"06.09.2018 18:42";"06.09.2018 18:45";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Zeuge";"Sanitätsdienst/ Veranstaltung";"0-5 Min.";"";"2";"2";"2";"2";"2";"5";"5";"2";"2";
"48960012";"1f90448";"06.09.2018 18:43";"06.09.2018 18:46";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"2";"1";"1";"1";
"48960053";"812c344";"06.09.2018 18:44";"06.09.2018 18:46";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Krankentransport";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48960274";"0e9d197";"06.09.2018 18:53";"06.09.2018 18:55";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Studiere Medizin";"Studiere medizin";"";"";"";"";"";"";"";"";"";"";"";
"48960335";"4713aac";"06.09.2018 18:56";"06.09.2018 18:59";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48960350";"eb91518";"06.09.2018 18:58";"06.09.2018 18:59";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"&gt,15 Min.";"";"";"";"";"";"";"";"";"";"";
"48960377";"d77fccf";"06.09.2018 18:59";"06.09.2018 19:01";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Patient";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"2";"1";"1";"2";"5";"2";"2";
"48960538";"2bad242";"06.09.2018 19:05";"06.09.2018 19:06";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48960556";"48dbe0c";"06.09.2018 19:06";"06.09.2018 19:09";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Krankentransport";"5-10 Min.";"";"2";"1";"1";"1";"1";"3";"1";"2";"1";
"48960609";"beb8734";"06.09.2018 19:08";"06.09.2018 19:10";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48960684";"6dccc81";"06.09.2018 19:11";"06.09.2018 19:13";"teilgenommen und beendet";"ja";"30-55";"Fachkraft";"Anrufer";"Krankentransport";"&gt,15 Min.";"";"2";"3";"2";"2";"3";"3";"2";"2";"2";
"48960732";"cc26a46";"06.09.2018 19:13";"06.09.2018 19:17";"teilgenommen und beendet";"ja";"55-70";"Honorarkraft";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"3";"1";"2";"1";"2";"3";"2";"1";"2";
"48960848";"da05869";"06.09.2018 19:17";"06.09.2018 19:18";"teilgenommen, aber noch nicht beendet";"nein";"30-55";"Angestellter";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48960946";"b5365b6";"06.09.2018 19:22";"06.09.2018 19:26";"teilgenommen und beendet";"ja";"&gt,70";"Rentner";"Notarzt";"Krankentransport";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"1";
"48961152";"cca9f38";"06.09.2018 19:32";"06.09.2018 19:35";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"3";"1";"1";"3";"1";"1";
"48961170";"f1d2373";"06.09.2018 19:34";"06.09.2018 19:35";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"1";"2";"3";"1";"1";
