"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Prüfungen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine Beschäftigungszeit als Prüfer/in beträgt...";"5. Mein Beschäftigungsverhältnis ist...";"Angestellte/r in der Verwaltung";"Beamte/r in der Verwaltung";"Angestellte/r in einer Rettungsdienstschule";"Honorarkraft";"Textfeld";"6. Meine höchste medizinische Qualifikation ist...";"keine medizinische Qualifikation";"Rettungsassistent/in";"Notfallsanitäter/in";"(Not-) ärztliche Qualifiaktion";"Textfeld";"7. Meine höchste pädagogische Qualifikation ist...";"keine pädagogische Qualifikation";"Lehrrettungsassistent/in";"Praxisanleitende Notfallsanitäter/in";"Bildungswissenschaftler/in, Pädagoge/in, Erziehungswissenschaftler/in";"Textfeld";"8. Meine Tätigkeit als Prüfer/in beträgt...";"9. Die Anzahl meiner Prüfungen ist...";"Ergänzungsprüfungen";"Vollprüfungen";"10. Ich bin als Vorsitz einer Prüfungskommission eingesetzt...";"11. Die Ergänzungsprüfung empfinde ich als...";"12. Den Schwierigkeitsgrad der Ergänzungsprüfungen empfinde ich als...";"13. Den zeitlichen Rahmen der Ergänzungsprüfungen empfinde ich als...";"14. Die inhaltliche Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"15. Die methodische Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"16. Meine Anmerkungen zur Vorbereitung und Durchführung der Ergänzungsprüfungen...";"17. Die Vollprüfungen empfinde ich als...";"18. Den Schwierigkeitsgrad der Vollprüfungen empfinde ich als...";"19. Den zeitlichen Rahmen der Vollprüfungen empfinde ich als...";"20. Die inhaltliche Vorbereitung auf die Vollprüfungen empfinde ich als...";"21. Die methodische Vorbereitung auf die Vollprüfungen empfinde ich als...";"22. Meine Anmerkungen zur Vorbereitung und Durchführung der Vollprüfung...";"23. Nicht bestanden wurden die Ergänzungsprüfungen in den Prüfungsteilen...";"Mündliche Prüfung";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"24. Nicht bestanden wurden die Vollprüfungen in den Prüfungsteilen...";"Schriftliche Prüfung Teil 1";"Schriftliche Prüfung Teil 2";"Schriftliche Prüfung Teil 3";"Mündliche Prüfung";"Praktische Prüfung Teil Reanimation";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"Praktische Prüfung Teil sonstige Notfälle";"25. Welche Gründe haben Ihrer Meinung nach zum Nichtbestehen von Prüfungen geführt?";"26. Nach absolvierter Prüfung erlebe ich die/der/das...";"Fachwissen";"Gewichtung";"Struktur";"Gewichtung";"Verantwortung";"Gewichtung";"Können";"Gewichtung";"Pflichtgefühl";"Gewichtung";"Sorgfalt";"Gewichtung";"Ansehen";"Gewichtung";"Selbstbewusstsein";"Gewichtung";"NA's wissen Teilweuse nicht was NFS dürfen und Müssen .";"Gewichtung";"Rechtliche Unsicherheit";"Gewichtung";"´habe ich ausversehen angeklickt";"Gewichtung";"qualitative Steigerung Rettungsdienst";"Gewichtung";"glivliv";"Gewichtung";"xytxtx";"Gewichtung";"Aufgaben";"Gewichtung";"Weitblick";"Gewichtung";"keine";"Gewichtung";"....";"Gewichtung";"Methodenkompetenz gesamt";"Gewichtung";"Akzeptanz ggü der Ärzteschaft";"Gewichtung";"haken geht nicht mehr raus";"Gewichtung";"Vorbildfunktion";"Gewichtung";"Kommuniziere";"Gewichtung";"Einkommen";"Gewichtung";"G";"Gewichtung";"Berufliche Qualifikation";"Gewichtung";
"27681784";"0c3333b";"11.08.2016 13:23";"11.08.2016 13:26";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"Berufspädagoge (400 Std. Lehrgang)";"weniger als 1 Jahr";"";"1";"0";"nein";"10";"80";"0";"10";"60";"";"50";"50";"50";"50";"50";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27685340";"77cc72b";"11.08.2016 16:28";"11.08.2016 16:31";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"weniger als 1 Jahr";"";"2";"1";"nein";"50";"50";"50";"50";"50";"";"50";"50";"50";"50";"50";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27722247";"914986f";"14.08.2016 23:46";"14.08.2016 23:49";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"1";"";"";"";"";"1";"";"";"";"";"1";"1";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"5";"1";"nein";"0";"40";"50";"30";"10";"";"10";"80";"20";"10";"20";"";"";"1";"";"1";"";"";"";"";"1";"";"1";"1";"";"";"";"2";"100%";"2";"100%";"1";"100%";"2";"67%";"2";"67%";"1";"100%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27729299";"66e22c1";"15.08.2016 13:55";"15.08.2016 14:13";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"";"Beamter RD-Schule";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 10 und weniger als 15 Jahren";"";"2";"2";"nein";"20";"80";"10";"10";"10";"";"20";"90";"10";"10";"10";"";"";"1";"1";"1";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27729548";"9a301a9";"15.08.2016 14:29";"15.08.2016 14:31";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"6";"0";"nein";"10";"50";"50";"30";"20";"";"50";"50";"50";"50";"50";"keine Vollprüfung geprüft, daher keine Erfahrungswerte";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"2";"";"2";"";"2";"";"2";"";"2";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27751967";"819d397";"16.08.2016 18:32";"16.08.2016 18:36";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27770518";"f570c57";"17.08.2016 16:14";"17.08.2016 16:16";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"0";"nein";"10";"20";"0";"50";"10";"Regelung zur Ergänzungsausbildung nicht nachvollziehbar. Erfahrung kann Struktur und Hintergrundwissen nur in Einzelfällen ersetzen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27778912";"6f4d7b6";"17.08.2016 23:44";"17.08.2016 23:44";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27798287";"6c3d24e";"19.08.2016 01:16";"19.08.2016 01:19";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"zwischen 1 und weniger als 5 Jahren";"";"10";"5";"nein";"20";"80";"30";"30";"30";"";"20";"80";"40";"40";"40";"";"";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"";"";"";"1";"100%";"1";"100%";"2";"67%";"1";"100%";"1";"100%";"1";"100%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27802966";"2c11c10";"19.08.2016 13:05";"19.08.2016 13:08";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"weniger als 1 Jahr";"";"1";"1";"nein";"60";"70";"50";"70";"50";"";"50";"50";"50";"50";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"3";"";"2";"";"3";"";"1";"";"3";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27805387";"27a9168";"19.08.2016 15:46";"19.08.2016 15:47";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27821438";"d913f02";"20.08.2016 22:54";"20.08.2016 22:55";"teilgenommen, aber noch nicht beendet";"ohne Angabe";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27899150";"024cc1b";"25.08.2016 18:09";"25.08.2016 18:09";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27948769";"57aa840";"29.08.2016 16:15";"29.08.2016 16:16";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28043497";"adae4d7";"03.09.2016 00:21";"03.09.2016 00:25";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 10 und weniger als 15 Jahren";"";"1";"0";"nein";"10";"80";"20";"80";"60";"";"50";"80";"20";"80";"80";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"2";"100%";"1";"100%";"1";"100%";"2";"100%";"3";"67%";"3";"100%";"1";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28189788";"1dbd88b";"11.09.2016 16:32";"11.09.2016 16:32";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28243918";"393a92f";"14.09.2016 11:38";"14.09.2016 11:44";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"0";"nein";"50";"50";"50";"50";"50";"";"50";"50";"50";"50";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28265335";"cab662c";"15.09.2016 09:35";"15.09.2016 09:36";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28265622";"01fe9a5";"15.09.2016 09:50";"15.09.2016 09:53";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"5";"nein";"10";"30";"20";"50";"10";"";"0";"10";"0";"0";"0";"";"";"1";"1";"1";"";"";"1";"";"1";"";"1";"1";"";"";"";"1";"";"2";"";"2";"";"2";"";"2";"";"2";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28266645";"59a357d";"15.09.2016 10:40";"15.09.2016 10:41";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28268447";"84f4684";"15.09.2016 12:12";"15.09.2016 12:13";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"weniger als 1 Jahr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28269570";"ef8c8b3";"15.09.2016 12:59";"15.09.2016 13:00";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"weniger als 1 Jahr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28270919";"db5cadc";"15.09.2016 13:58";"15.09.2016 14:02";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"0";"nein";"10";"60";"50";"20";"10";"";"50";"50";"50";"50";"50";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"3";"67%";"3";"67%";"3";"67%";"3";"67%";"3";"67%";"3";"67%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"67%";"";"";"";"";"";"";"";"";"";"";
"28271265";"67b3bee";"15.09.2016 14:09";"15.09.2016 14:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"1";"";"1";"";"";"";"";"1";"";"";"PA NotSan";"";"";"";"1";"";"Wirtschaftspädagogik";"zwischen 5 und weniger als 10 Jahren";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28272832";"9ac1a87";"15.09.2016 15:08";"15.09.2016 15:11";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 51 und 60";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"1";"";"";"Krankenschwester";"";"";"";"";"1";"Medizinpädagogin + M.A.";"weniger als 1 Jahr";"";"9";"1";"ja";"0";"0";"0";"0";"0";"";"0";"50";"100";"100";"50";"";"";"1";"1";"1";"";"1";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28274178";"3db6289";"15.09.2016 16:07";"15.09.2016 16:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28281378";"fa0ef90";"15.09.2016 21:55";"15.09.2016 22:01";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"4";"1";"nein";"0";"80";"0";"30";"40";"Leider sind die Prüfungsrichtlinien in den Schulen landesweit nicht einheitlich. Und so gehen Prüflinge in die Schulen zur Prüfung, wo Prüfungen einen leichter zu bestehenden Ruf haben.";"0";"100";"0";"0";"0";"";"";"";"1";"1";"";"";"";"";"";"";"1";"1";"";"";"";"2";"100%";"2";"100%";"3";"67%";"2";"67%";"3";"67%";"1";"100%";"3";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28288527";"adf3d91";"16.09.2016 10:41";"16.09.2016 10:44";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"zwischen 10 und weniger als 15 Jahren";"";"3";"0";"nein";"50";"50";"80";"90";"50";"";"50";"80";"90";"50";"50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28312578";"2f3f579";"17.09.2016 18:28";"17.09.2016 18:34";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Studierender der Medizinpädagogik B.A. im 7.Semester";"zwischen 5 und weniger als 10 Jahren";"";"6";"1";"nein";"20";"30";"60";"80";"70";"M.E. bedarf es für die EP1 mehr als 80h Vorbereitungszeit.";"10";"20";"70";"80";"70";"Auch hier muss mehr Zeit dem Teilnehmer eingeräumt werden.";"";"";"";"1";"";"";"";"";"";"";"";"1";"";"";"";"1";"67%";"1";"67%";"1";"67%";"1";"67%";"1";"67%";"1";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28313116";"3a7d60c";"17.09.2016 19:22";"17.09.2016 19:26";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"3";"1";"nein";"10";"50";"50";"10";"30";"";"50";"80";"70";"60";"60";"";"";"";"1";"1";"";"";"";"";"";"1";"1";"1";"";"";"";"3";"67%";"2";"33%";"3";"100%";"2";"67%";"3";"67%";"3";"67%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28369577";"14fdaf5";"20.09.2016 14:35";"20.09.2016 14:37";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"10";"0";"nein";"10";"80";"30";"20";"10";"";"50";"50";"50";"50";"50";"keine Angaben möglich, da noch keine Vollprüfung abgenommen";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28371334";"8f796f0";"20.09.2016 15:32";"20.09.2016 15:45";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"4";"5";"nein";"0";"70";"0";"0";"20";"";"0";"90";"10";"60";"60";"";"";"";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"1";"";"1";"";"2";"";"1";"";"2";"";"2";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28414234";"2676aba";"21.09.2016 21:38";"21.09.2016 21:42";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"1";"";"";"";"zwischen 1 und weniger als 5 Jahren";"";"4";"1";"ja";"20";"70";"30";"20";"20";"";"20";"10";"20";"10";"20";"";"";"";"1";"1";"";"";"";"";"";"";"";"1";"";"";"";"2";"";"1";"";"1";"";"2";"";"2";"";"2";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
